datetime,open,high,low,close,volume
2025-07-24 19:37:29.983092,1.07316,1.0742,1.0729,1.07369,8490
2025-07-24 19:42:29.983092,1.07351,1.07445,1.07322,1.07386,5800
2025-07-24 19:47:29.983092,1.07462,1.07557,1.07443,1.0752,12025
2025-07-24 19:52:29.983092,1.07402,1.07532,1.07357,1.07442,10407
2025-07-24 19:57:29.983092,1.07385,1.07395,1.07367,1.07373,6726
2025-07-24 20:02:29.983092,1.0741,1.07449,1.07356,1.07375,10061
2025-07-24 20:07:29.983092,1.07363,1.07389,1.07357,1.07377,2974
2025-07-24 20:12:29.983092,1.07296,1.07314,1.07264,1.07273,8088
2025-07-24 20:17:29.983092,1.07304,1.0733,1.07276,1.07289,6983
2025-07-24 20:22:29.983092,1.07214,1.07341,1.07177,1.07268,14638
2025-07-24 20:27:29.983092,1.0727,1.07305,1.0726,1.07284,5083
2025-07-24 20:32:29.983092,1.07235,1.07266,1.07209,1.07224,2244
2025-07-24 20:37:29.983092,1.07321,1.07355,1.07314,1.0734,5052
2025-07-24 20:42:29.983092,1.07297,1.07316,1.07277,1.07286,5617
2025-07-24 20:47:29.983092,1.07271,1.07322,1.07255,1.07289,7943
2025-07-24 20:52:29.983092,1.0733,1.07369,1.07317,1.07344,3763
2025-07-24 20:57:29.983092,1.07256,1.07305,1.07246,1.07285,12295
2025-07-24 21:02:29.983092,1.073,1.07322,1.07273,1.07285,7730
2025-07-24 21:07:29.983092,1.07392,1.07416,1.07353,1.07365,6862
2025-07-24 21:12:29.983092,1.07303,1.07337,1.07259,1.07276,9175
2025-07-24 21:17:29.983092,1.07318,1.07346,1.07285,1.07299,3577
2025-07-24 21:22:29.983092,1.07313,1.07406,1.07286,1.07352,8786
2025-07-24 21:27:29.983092,1.07371,1.07432,1.07356,1.07403,6299
2025-07-24 21:32:29.983092,1.07345,1.07423,1.07256,1.07295,6585
2025-07-24 21:37:29.983092,1.07192,1.07324,1.07162,1.07263,11289
2025-07-24 21:42:29.983092,1.07255,1.07292,1.07218,1.07237,6760
2025-07-24 21:47:29.983092,1.07255,1.07277,1.07234,1.07245,4705
2025-07-24 21:52:29.983092,1.07247,1.07276,1.07237,1.07257,5367
2025-07-24 21:57:29.983092,1.07289,1.07377,1.07186,1.0723,14654
2025-07-24 22:02:29.983092,1.0722,1.07253,1.07175,1.07191,10330
2025-07-24 22:07:29.983092,1.072,1.07229,1.07191,1.07213,2600
2025-07-24 22:12:29.983092,1.07203,1.07236,1.07194,1.07218,5348
2025-07-24 22:17:29.983092,1.07168,1.07201,1.07124,1.07141,9228
2025-07-24 22:22:29.983092,1.07262,1.07295,1.07227,1.07244,6298
2025-07-24 22:27:29.983092,1.0725,1.07357,1.07215,1.07286,12866
2025-07-24 22:32:29.983092,1.0719,1.07214,1.07164,1.07176,6972
2025-07-24 22:37:29.983092,1.07225,1.07257,1.07178,1.07194,8635
2025-07-24 22:42:29.983092,1.07113,1.0718,1.07104,1.07162,7305
2025-07-24 22:47:29.983092,1.07153,1.07247,1.07125,1.07191,13559
2025-07-24 22:52:29.983092,1.07215,1.07266,1.07202,1.07241,8906
2025-07-24 22:57:29.983092,1.07172,1.07189,1.0715,1.07159,3883
2025-07-24 23:02:29.983092,1.07194,1.07259,1.07178,1.07226,4573
2025-07-24 23:07:29.983092,1.07212,1.07259,1.07198,1.07231,5879
2025-07-24 23:12:29.983092,1.07232,1.0733,1.07209,1.07283,5322
2025-07-24 23:17:29.983092,1.07324,1.07496,1.07272,1.07393,21834
2025-07-24 23:22:29.983092,1.07311,1.07369,1.07301,1.07349,8345
2025-07-24 23:27:29.983092,1.07305,1.07324,1.07229,1.07238,12235
2025-07-24 23:32:29.983092,1.07211,1.0723,1.07189,1.07198,6467
2025-07-24 23:37:29.983092,1.07148,1.07168,1.07127,1.07137,4593
2025-07-24 23:42:29.983092,1.07134,1.07196,1.07085,1.07115,8014
2025-07-24 23:47:29.983092,1.07126,1.07152,1.07119,1.07138,5868
2025-07-24 23:52:29.983092,1.07146,1.07215,1.0709,1.07125,8948
2025-07-24 23:57:29.983092,1.07195,1.07241,1.07126,1.07148,5611
2025-07-25 00:02:29.983092,1.0715,1.07219,1.07125,1.07169,3275
2025-07-25 00:07:29.983092,1.07244,1.07256,1.07217,1.07223,4456
2025-07-25 00:12:29.983092,1.07217,1.0724,1.0718,1.07192,7289
2025-07-25 00:17:29.983092,1.07374,1.07416,1.07314,1.07335,7886
2025-07-25 00:22:29.983092,1.07342,1.07494,1.07303,1.07415,14058
2025-07-25 00:27:29.983092,1.07298,1.07361,1.07282,1.07329,11773
2025-07-25 00:32:29.983092,1.07252,1.07293,1.072,1.0722,13134
2025-07-25 00:37:29.983092,1.0727,1.07356,1.0719,1.07233,10156
2025-07-25 00:42:29.983092,1.07235,1.07248,1.07208,1.07215,7725
2025-07-25 00:47:29.983092,1.07263,1.07283,1.07236,1.07245,7865
2025-07-25 00:52:29.983092,1.07262,1.07289,1.07256,1.07277,7283
2025-07-25 00:57:29.983092,1.07314,1.07365,1.07228,1.07254,21628
2025-07-25 01:02:29.983092,1.07265,1.07294,1.07224,1.07239,7444
2025-07-25 01:07:29.983092,1.07189,1.0721,1.0716,1.0717,8147
2025-07-25 01:12:29.983092,1.07147,1.07249,1.0712,1.07196,18744
2025-07-25 01:17:29.983092,1.07251,1.07279,1.07218,1.07232,8603
2025-07-25 01:22:29.983092,1.07292,1.07334,1.07233,1.07254,5790
2025-07-25 01:27:29.983092,1.07195,1.07287,1.07171,1.07239,9115
2025-07-25 01:32:29.983092,1.07254,1.0727,1.0723,1.07238,3589
2025-07-25 01:37:29.983092,1.07263,1.07336,1.07251,1.07313,6867
2025-07-25 01:42:29.983092,1.07248,1.07285,1.07235,1.07259,6712
2025-07-25 01:47:29.983092,1.07296,1.07347,1.07241,1.07267,11394
2025-07-25 01:52:29.983092,1.07311,1.07331,1.07286,1.07296,2787
2025-07-25 01:57:29.983092,1.07245,1.07322,1.07215,1.07262,2562
2025-07-25 02:02:29.983092,1.0728,1.07378,1.07245,1.07307,9816
2025-07-25 02:07:29.983092,1.07373,1.07442,1.07285,1.0732,12965
2025-07-25 02:12:29.983092,1.07443,1.07504,1.07386,1.07416,4526
2025-07-25 02:17:29.983092,1.07492,1.0762,1.07448,1.07531,9242
2025-07-25 02:22:29.983092,1.07459,1.07478,1.07426,1.07435,8372
2025-07-25 02:27:29.983092,1.07422,1.07444,1.07386,1.07397,10767
2025-07-25 02:32:29.983092,1.07452,1.07485,1.07443,1.07466,3540
2025-07-25 02:37:29.983092,1.07533,1.07644,1.07429,1.07485,16928
2025-07-25 02:42:29.983092,1.0754,1.07599,1.07529,1.07576,8164
2025-07-25 02:47:29.983092,1.07823,1.07857,1.07777,1.07794,3423
2025-07-25 02:52:29.983092,1.07896,1.07995,1.07777,1.07827,24086
2025-07-25 02:57:29.983092,1.07968,1.07997,1.07914,1.07929,6993
2025-07-25 03:02:29.983092,1.0805,1.08122,1.07963,1.07999,10389
2025-07-25 03:07:29.983092,1.08103,1.08153,1.08036,1.08061,7567
2025-07-25 03:12:29.983092,1.08101,1.0812,1.08051,1.08061,5087
2025-07-25 03:17:29.983092,1.08114,1.08234,1.08085,1.08176,17058
2025-07-25 03:22:29.983092,1.08133,1.08144,1.08094,1.081,6817
2025-07-25 03:27:29.983092,1.08154,1.08189,1.08068,1.08086,12238
2025-07-25 03:32:29.983092,1.08093,1.08196,1.08057,1.08124,3726
2025-07-25 03:37:29.983092,1.08164,1.08213,1.08075,1.08099,20895
2025-07-25 03:42:29.983092,1.08316,1.08344,1.0825,1.08264,8597
2025-07-25 03:47:29.983092,1.08206,1.0826,1.08157,1.08184,8991
2025-07-25 03:52:29.983092,1.08245,1.08294,1.0823,1.08264,8741
2025-07-25 03:57:29.983092,1.08158,1.08211,1.08148,1.08191,10761
2025-07-25 04:02:29.983092,1.08159,1.08231,1.08128,1.0817,4802
2025-07-25 04:07:29.983092,1.0823,1.08293,1.08217,1.08266,14142
2025-07-25 04:12:29.983092,1.08283,1.08363,1.08217,1.08257,10335
2025-07-25 04:17:29.983092,1.08228,1.08252,1.08205,1.08217,4941
2025-07-25 04:22:29.983092,1.08178,1.08228,1.08172,1.08217,5137
2025-07-25 04:27:29.983092,1.08263,1.08301,1.08232,1.08251,6049
2025-07-25 04:32:29.983092,1.08208,1.08322,1.08173,1.08252,7833
2025-07-25 04:37:29.983092,1.08274,1.08314,1.08229,1.08249,10751
2025-07-25 04:42:29.983092,1.08256,1.08372,1.08224,1.08308,19261
2025-07-25 04:47:29.983092,1.08198,1.08258,1.0818,1.08222,9973
2025-07-25 04:52:29.983092,1.08299,1.08347,1.08283,1.08315,4227
2025-07-25 04:57:29.983092,1.08293,1.08383,1.08268,1.08333,15753
2025-07-25 05:02:29.983092,1.08184,1.08216,1.08115,1.08131,10631
2025-07-25 05:07:29.983092,1.0813,1.08158,1.08123,1.08143,6820
2025-07-25 05:12:29.983092,1.0809,1.08179,1.07993,1.08038,6110
2025-07-25 05:17:29.983092,1.08059,1.0816,1.08032,1.08107,14159
2025-07-25 05:22:29.983092,1.07997,1.08023,1.0799,1.08008,2343
2025-07-25 05:27:29.983092,1.07981,1.08029,1.07922,1.07946,11997
2025-07-25 05:32:29.983092,1.07955,1.07988,1.07945,1.07968,4771
2025-07-25 05:37:29.983092,1.07988,1.08014,1.07962,1.07975,5316
2025-07-25 05:42:29.983092,1.07871,1.07902,1.07861,1.07883,3349
2025-07-25 05:47:29.983092,1.07816,1.07907,1.07779,1.07832,4099
2025-07-25 05:52:29.983092,1.07753,1.07849,1.07715,1.07774,8509
2025-07-25 05:57:29.983092,1.07683,1.07743,1.07662,1.077,4202
2025-07-25 06:02:29.983092,1.07772,1.07806,1.07744,1.07761,2622
2025-07-25 06:07:29.983092,1.07777,1.07801,1.07728,1.0774,11725
2025-07-25 06:12:29.983092,1.07626,1.07742,1.07593,1.07675,15696
2025-07-25 06:17:29.983092,1.07656,1.07703,1.0765,1.07692,9689
2025-07-25 06:22:29.983092,1.07761,1.07806,1.07747,1.07779,5902
2025-07-25 06:27:29.983092,1.07768,1.07875,1.07747,1.07832,13768
2025-07-25 06:32:29.983092,1.07688,1.0773,1.07644,1.07665,7124
2025-07-25 06:37:29.983092,1.07627,1.0768,1.07577,1.07603,3776
2025-07-25 06:42:29.983092,1.07665,1.07683,1.07645,1.07654,1810
2025-07-25 06:47:29.983092,1.07579,1.07615,1.07567,1.07591,6321
2025-07-25 06:52:29.983092,1.0761,1.07648,1.07531,1.0755,6762
2025-07-25 06:57:29.983092,1.07574,1.07695,1.07534,1.07615,12283
2025-07-25 07:02:29.983092,1.07452,1.07487,1.07417,1.07435,2237
2025-07-25 07:07:29.983092,1.07421,1.07485,1.07354,1.07386,11087
2025-07-25 07:12:29.983092,1.06961,1.06972,1.06942,1.06947,2677
2025-07-25 07:17:29.983092,1.06783,1.06849,1.06759,1.068,8171
2025-07-25 07:22:29.983092,1.06723,1.06744,1.06718,1.06734,2355
2025-07-25 07:27:29.983092,1.06529,1.06588,1.06508,1.06547,5077
2025-07-25 07:32:29.983092,1.06704,1.06764,1.06686,1.06728,9682
2025-07-25 07:37:29.983092,1.06494,1.0655,1.06474,1.06509,7749
2025-07-25 07:42:29.983092,1.06421,1.06439,1.064,1.06409,2736
2025-07-25 07:47:29.983092,1.06391,1.06424,1.06385,1.06411,8223
2025-07-25 07:52:29.983092,1.06562,1.06582,1.06537,1.06547,6009
2025-07-25 07:57:29.983092,1.06322,1.06382,1.0631,1.06359,11756
2025-07-25 08:02:29.983092,1.06411,1.06559,1.06384,1.06506,41199
2025-07-25 08:07:29.983092,1.06383,1.06489,1.06376,1.06475,18158
2025-07-25 08:12:29.983092,1.06267,1.06315,1.06249,1.0628,6864
2025-07-25 08:17:29.983092,1.06337,1.0641,1.0623,1.06267,45806
2025-07-25 08:22:29.983092,1.06309,1.06447,1.06216,1.06285,16284
2025-07-25 08:27:29.983092,1.06181,1.0622,1.0617,1.06199,6186
2025-07-25 08:32:29.983092,1.0619,1.06254,1.06115,1.06147,11847
2025-07-25 08:37:29.983092,1.06105,1.06225,1.06013,1.06073,12333
2025-07-25 08:42:29.983092,1.06095,1.06178,1.06011,1.06052,12291
2025-07-25 08:47:29.983092,1.0608,1.06201,1.06067,1.06175,16886
2025-07-25 08:52:29.983092,1.06269,1.06368,1.0625,1.06329,13321
2025-07-25 08:57:29.983092,1.06098,1.06139,1.06091,1.06125,12314
2025-07-25 09:02:29.983092,1.06314,1.06481,1.06269,1.06392,17586
2025-07-25 09:07:29.983092,1.06025,1.06261,1.05955,1.06121,30557
2025-07-25 09:12:29.983092,1.05983,1.06114,1.05958,1.06064,52483
2025-07-25 09:17:29.983092,1.06077,1.06156,1.0602,1.0606,9533
2025-07-25 09:22:29.983092,1.06059,1.0613,1.06038,1.06089,9701
2025-07-25 09:27:29.983092,1.05984,1.06054,1.0591,1.05945,26044
2025-07-25 09:32:29.983092,1.05924,1.05982,1.05863,1.05892,23912
2025-07-25 09:37:29.983092,1.05832,1.05874,1.05778,1.05799,21967
2025-07-25 09:42:29.983092,1.0572,1.05736,1.05693,1.05702,5348
2025-07-25 09:47:29.983092,1.05808,1.05907,1.0572,1.05769,10137
2025-07-25 09:52:29.983092,1.05774,1.05882,1.0575,1.05835,33212
2025-07-25 09:57:29.983092,1.0567,1.05736,1.05653,1.05703,16423
2025-07-25 10:02:29.983092,1.05755,1.05836,1.05731,1.05787,6718
2025-07-25 10:07:29.983092,1.05767,1.05829,1.05749,1.05793,10031
2025-07-25 10:12:29.983092,1.05806,1.05956,1.05779,1.05901,58326
2025-07-25 10:17:29.983092,1.05914,1.05965,1.05868,1.05894,17320
2025-07-25 10:22:29.983092,1.05778,1.05854,1.0572,1.05758,8143
2025-07-25 10:27:29.983092,1.05684,1.05729,1.05628,1.05651,16295
2025-07-25 10:32:29.983092,1.05683,1.0581,1.05669,1.05782,55678
2025-07-25 10:37:29.983092,1.05799,1.05848,1.05737,1.05762,18712
2025-07-25 10:42:29.983092,1.05706,1.05912,1.05645,1.05789,45358
2025-07-25 10:47:29.983092,1.05754,1.05787,1.05695,1.05712,10917
2025-07-25 10:52:29.983092,1.05895,1.05963,1.05801,1.05835,27215
2025-07-25 10:57:29.983092,1.05722,1.0599,1.05626,1.05799,28777
2025-07-25 11:02:29.983092,1.05819,1.05862,1.05759,1.05781,21248
2025-07-25 11:07:29.983092,1.05752,1.05842,1.05692,1.05737,5947
2025-07-25 11:12:29.983092,1.05656,1.05771,1.0563,1.05718,31820
2025-07-25 11:17:29.983092,1.05744,1.05957,1.0569,1.05849,27306
2025-07-25 11:22:29.983092,1.05856,1.05935,1.05832,1.05887,8745
2025-07-25 11:27:29.983092,1.05953,1.06102,1.05862,1.05937,10593
2025-07-25 11:32:29.983092,1.06094,1.06143,1.06044,1.06068,10738
2025-07-25 11:37:29.983092,1.06022,1.06132,1.05998,1.06085,28625
2025-07-25 11:42:29.983092,1.0612,1.06228,1.06047,1.06101,12685
2025-07-25 11:47:29.983092,1.06023,1.06127,1.05988,1.06058,10271
2025-07-25 11:52:29.983092,1.06086,1.06185,1.05968,1.06017,25619
2025-07-25 11:57:29.983092,1.0604,1.06089,1.05946,1.0597,38766
2025-07-25 12:02:29.983092,1.05974,1.06039,1.05955,1.06,7885
2025-07-25 12:07:29.983092,1.06076,1.06187,1.05935,1.0599,37353
2025-07-25 12:12:29.983092,1.05931,1.05987,1.05839,1.05867,43340
2025-07-25 12:17:29.983092,1.06075,1.06267,1.06039,1.06194,71708
2025-07-25 12:22:29.983092,1.05952,1.06013,1.05946,1.06001,18452
2025-07-25 12:27:29.983092,1.05786,1.05824,1.05773,1.05798,11124
2025-07-25 12:32:29.983092,1.05893,1.05946,1.05883,1.05926,21602
2025-07-25 12:37:29.983092,1.05999,1.06042,1.0594,1.05961,27004
2025-07-25 12:42:29.983092,1.06003,1.06126,1.05968,1.06056,17027
2025-07-25 12:47:29.983092,1.06062,1.0613,1.06045,1.06096,16253
2025-07-25 12:52:29.983092,1.06037,1.06087,1.06022,1.06058,8998
2025-07-25 12:57:29.983092,1.05961,1.06043,1.05804,1.05845,69162
2025-07-25 13:02:29.983092,1.0593,1.06047,1.05777,1.05836,17171
2025-07-25 13:07:29.983092,1.05752,1.05829,1.05728,1.05782,18920
2025-07-25 13:12:29.983092,1.05829,1.0594,1.05805,1.05893,41238
2025-07-25 13:17:29.983092,1.05823,1.05846,1.0579,1.05801,5124
2025-07-25 13:22:29.983092,1.05662,1.05724,1.05647,1.05693,15555
2025-07-25 13:27:29.983092,1.05613,1.05645,1.05585,1.05602,7427
2025-07-25 13:32:29.983092,1.05648,1.05714,1.05579,1.05611,26918
2025-07-25 13:37:29.983092,1.05566,1.05592,1.05479,1.05491,38509
2025-07-25 13:42:29.983092,1.05339,1.05584,1.05273,1.05451,56519
2025-07-25 13:47:29.983092,1.05388,1.05482,1.05349,1.05406,8184
2025-07-25 13:52:29.983092,1.05393,1.05454,1.05368,1.05403,5380
2025-07-25 13:57:29.983092,1.0526,1.05427,1.05221,1.0535,17682
2025-07-25 14:02:29.983092,1.05242,1.05357,1.05132,1.0519,22861
2025-07-25 14:07:29.983092,1.05223,1.05287,1.05177,1.05209,4049
2025-07-25 14:12:29.983092,1.05016,1.05143,1.04929,1.04992,6412
2025-07-25 14:17:29.983092,1.04791,1.04922,1.04732,1.04805,7904
2025-07-25 14:22:29.983092,1.04699,1.04715,1.04651,1.04659,27243
2025-07-25 14:27:29.983092,1.04647,1.04758,1.04544,1.046,27099
2025-07-25 14:32:29.983092,1.04625,1.04757,1.04568,1.04643,15260
2025-07-25 14:37:29.983092,1.04759,1.04936,1.04702,1.04823,29701
2025-07-25 14:42:29.983092,1.04858,1.04932,1.04833,1.04882,9557
2025-07-25 14:47:29.983092,1.04838,1.04867,1.0479,1.04804,21649
2025-07-25 14:52:29.983092,1.04797,1.04815,1.04774,1.04783,10278
2025-07-25 14:57:29.983092,1.04661,1.04788,1.04546,1.04609,13983
2025-07-25 15:02:29.983092,1.04599,1.04649,1.04579,1.0461,8856
2025-07-25 15:07:29.983092,1.04565,1.04585,1.04504,1.04514,34321
